DATE,TIME,MODEL_CODE,S/N,TOLERANCE,VOLTAGE_MIDDLE,WATTAGE_MIDDLE,AMPERAGE_MIDDLE,CLOSED_PRESSURE
2025/09/26,09:57:44,60CAT0212P,250900267,5,10.6670025 > 10.25 < 9.6510975,24.5725725 > 23.74 < 22.232327499999997,3.2780522249999997 > 3.1545 < 2.965856775,31.650150000000004 > 29.7 < 28.635849999999998
2025/09/26,09:59:49,60CAT0212P,250900268,5,10.6670025 > 10.3 < 9.6510975,24.5725725 > 23.64 < 22.232327499999997,3.2780522249999997 > 3.064 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
2025/09/26,09:59:49,60CAT0212P,250900268,5,10.6670025 > 10.3 < 9.6510975,24.5725725 > 23.64 < 22.232327499999997,3.2780522249999997 > 3.064 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
2025/09/26,10:03:32,60CAT0212P,250900269,5,10.6670025 > 10.27 < 9.6510975,24.5725725 > 23.57 < 22.232327499999997,3.2780522249999997 > 3.1155 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,10:03:32,60CAT0212P,250900269,5,10.6670025 > 10.27 < 9.6510975,24.5725725 > 23.57 < 22.232327499999997,3.2780522249999997 > 3.1155 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,10:05:49,60CAT0212P,250900270,5,10.6670025 > 10.03 < 9.6510975,24.5725725 > 23.85 < 22.232327499999997,3.2780522249999997 > 3.1393 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,10:05:49,60CAT0212P,250900270,5,10.6670025 > 10.03 < 9.6510975,24.5725725 > 23.85 < 22.232327499999997,3.2780522249999997 > 3.1393 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,10:08:59,60CAT0212P,250900271,5,10.6670025 > 10.08 < 9.6510975,24.5725725 > 23.7 < 22.232327499999997,3.2780522249999997 > 3.1389 < 2.965856775,31.650150000000004 > 30.9 < 28.635849999999998
2025/09/26,10:08:59,60CAT0212P,250900271,5,10.6670025 > 10.08 < 9.6510975,24.5725725 > 23.7 < 22.232327499999997,3.2780522249999997 > 3.1389 < 2.965856775,31.650150000000004 > 30.9 < 28.635849999999998
2025/09/26,10:11:06,60CAT0212P,250900272,5,10.6670025 > 9.87 < 9.6510975,24.5725725 > 23.32 < 22.232327499999997,3.2780522249999997 > 3.1041 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
2025/09/26,10:13:10,60CAT0212P,250900273,5,10.6670025 > 10.21 < 9.6510975,24.5725725 > 24.59 < 22.232327499999997,3.2780522249999997 > 3.1085 < 2.965856775,31.650150000000004 > 31.3 < 28.635849999999998
2025/09/26,10:13:10,60CAT0212P,250900273,5,10.6670025 > 10.21 < 9.6510975,24.5725725 > 24.59 < 22.232327499999997,3.2780522249999997 > 3.1085 < 2.965856775,31.650150000000004 > 31.3 < 28.635849999999998
2025/09/26,10:30:14,60CAT0212P,250900273,5,10.6670025 > 10.3 < 9.6510975,24.5725725 > 24.56 < 22.232327499999997,3.2780522249999997 > 3.184 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
2025/09/26,10:32:41,60CAT0212P,250900274,5,10.6670025 > 10.43 < 9.6510975,24.5725725 > 24.33 < 22.232327499999997,3.2780522249999997 > 3.1796 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,10:34:54,60CAT0212P,250900275,5,10.6670025 > 10.38 < 9.6510975,24.5725725 > 23.9 < 22.232327499999997,3.2780522249999997 > 3.2062 < 2.965856775,31.650150000000004 > 31.2 < 28.635849999999998
2025/09/26,10:34:54,60CAT0212P,250900275,5,10.6670025 > 10.38 < 9.6510975,24.5725725 > 23.9 < 22.232327499999997,3.2780522249999997 > 3.2062 < 2.965856775,31.650150000000004 > 31.2 < 28.635849999999998
2025/09/26,10:37:06,60CAT0212P,250900276,5,10.6670025 > 10.16 < 9.6510975,24.5725725 > 23.9 < 22.232327499999997,3.2780522249999997 > 3.1362 < 2.965856775,31.650150000000004 > 31.0 < 28.635849999999998
2025/09/26,10:37:06,60CAT0212P,250900276,5,10.6670025 > 10.16 < 9.6510975,24.5725725 > 23.9 < 22.232327499999997,3.2780522249999997 > 3.1362 < 2.965856775,31.650150000000004 > 31.0 < 28.635849999999998
2025/09/26,10:39:14,60CAT0212P,250900277,5,10.6670025 > 10.13 < 9.6510975,24.5725725 > 23.45 < 22.232327499999997,3.2780522249999997 > 3.0825 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,10:39:14,60CAT0212P,250900277,5,10.6670025 > 10.13 < 9.6510975,24.5725725 > 23.45 < 22.232327499999997,3.2780522249999997 > 3.0825 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,11:01:14,60CAT0212P,250900278,5,10.6670025 > 10.38 < 9.6510975,24.5725725 > 23.74 < 22.232327499999997,3.2780522249999997 > 3.1917 < 2.965856775,31.650150000000004 > 30.5 < 28.635849999999998
2025/09/26,11:01:14,60CAT0212P,250900278,5,10.6670025 > 10.38 < 9.6510975,24.5725725 > 23.74 < 22.232327499999997,3.2780522249999997 > 3.1917 < 2.965856775,31.650150000000004 > 30.5 < 28.635849999999998
2025/09/26,11:06:30,60CAT0212P,250900279,5,10.6670025 > 10.37 < 9.6510975,24.5725725 > 23.8 < 22.232327499999997,3.2780522249999997 > 3.1174 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
2025/09/26,11:06:30,60CAT0212P,250900279,5,10.6670025 > 10.37 < 9.6510975,24.5725725 > 23.8 < 22.232327499999997,3.2780522249999997 > 3.1174 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
2025/09/26,11:08:46,60CAT0212P,250900280,5,10.6670025 > 10.1 < 9.6510975,24.5725725 > 23.61 < 22.232327499999997,3.2780522249999997 > 3.1382 < 2.965856775,31.650150000000004 > 30.6 < 28.635849999999998
2025/09/26,11:08:46,60CAT0212P,250900280,5,10.6670025 > 10.1 < 9.6510975,24.5725725 > 23.61 < 22.232327499999997,3.2780522249999997 > 3.1382 < 2.965856775,31.650150000000004 > 30.6 < 28.635849999999998
2025/09/26,11:11:19,60CAT0212P,250900281,5,10.6670025 > 10.26 < 9.6510975,24.5725725 > 23.53 < 22.232327499999997,3.2780522249999997 > 3.1418 < 2.965856775,31.650150000000004 > 30.5 < 28.635849999999998
2025/09/26,11:11:19,60CAT0212P,250900281,5,10.6670025 > 10.26 < 9.6510975,24.5725725 > 23.53 < 22.232327499999997,3.2780522249999997 > 3.1418 < 2.965856775,31.650150000000004 > 30.5 < 28.635849999999998
2025/09/26,11:13:17,60CAT0212P,250900282,5,10.6670025 > 10.35 < 9.6510975,24.5725725 > 23.48 < 22.232327499999997,3.2780522249999997 > 3.1306 < 2.965856775,31.650150000000004 > 29.6 < 28.635849999999998
2025/09/26,11:13:17,60CAT0212P,250900282,5,10.6670025 > 10.35 < 9.6510975,24.5725725 > 23.48 < 22.232327499999997,3.2780522249999997 > 3.1306 < 2.965856775,31.650150000000004 > 29.6 < 28.635849999999998
2025/09/26,11:15:56,60CAT0212P,250900283,5,10.6670025 > 10.47 < 9.6510975,24.5725725 > 24.25 < 22.232327499999997,3.2780522249999997 > 3.2349 < 2.965856775,31.650150000000004 > 30.8 < 28.635849999999998
2025/09/26,11:15:56,60CAT0212P,250900283,5,10.6670025 > 10.47 < 9.6510975,24.5725725 > 24.25 < 22.232327499999997,3.2780522249999997 > 3.2349 < 2.965856775,31.650150000000004 > 30.8 < 28.635849999999998
2025/09/26,11:18:03,60CAT0212P,250900284,5,10.6670025 > 10.28 < 9.6510975,24.5725725 > 23.75 < 22.232327499999997,3.2780522249999997 > 3.1098 < 2.965856775,31.650150000000004 > 30.5 < 28.635849999999998
2025/09/26,11:18:03,60CAT0212P,250900284,5,10.6670025 > 10.28 < 9.6510975,24.5725725 > 23.75 < 22.232327499999997,3.2780522249999997 > 3.1098 < 2.965856775,31.650150000000004 > 30.5 < 28.635849999999998
2025/09/26,11:20:31,60CAT0212P,250900285,5,10.6670025 > 10.28 < 9.6510975,24.5725725 > 23.23 < 22.232327499999997,3.2780522249999997 > 3.0952 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,11:20:31,60CAT0212P,250900285,5,10.6670025 > 10.28 < 9.6510975,24.5725725 > 23.23 < 22.232327499999997,3.2780522249999997 > 3.0952 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,11:22:47,60CAT0212P,250900286,5,10.6670025 > 10.18 < 9.6510975,24.5725725 > 23.43 < 22.232327499999997,3.2780522249999997 > 3.1212 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,11:24:41,60CAT0212P,250900287,5,10.6670025 > 10.18 < 9.6510975,24.5725725 > 23.76 < 22.232327499999997,3.2780522249999997 > 3.1431 < 2.965856775,31.650150000000004 > 30.3 < 28.635849999999998
2025/09/26,11:26:44,60CAT0212P,250900288,5,10.6670025 > 10.15 < 9.6510975,24.5725725 > 23.08 < 22.232327499999997,3.2780522249999997 > 3.0796 < 2.965856775,31.650150000000004 > 29.6 < 28.635849999999998
2025/09/26,11:28:53,60CAT0212P,250900289,5,10.6670025 > 10.29 < 9.6510975,24.5725725 > 23.85 < 22.232327499999997,3.2780522249999997 > 3.1094 < 2.965856775,31.650150000000004 > 30.3 < 28.635849999999998
2025/09/26,11:28:53,60CAT0212P,250900289,5,10.6670025 > 10.29 < 9.6510975,24.5725725 > 23.85 < 22.232327499999997,3.2780522249999997 > 3.1094 < 2.965856775,31.650150000000004 > 30.3 < 28.635849999999998
2025/09/26,11:33:13,60CAT0212P,250900290,5,10.6670025 > 10.05 < 9.6510975,24.5725725 > 23.12 < 22.232327499999997,3.2780522249999997 > 3.0981 < 2.965856775,31.650150000000004 > 30.7 < 28.635849999999998
2025/09/26,11:33:13,60CAT0212P,250900290,5,10.6670025 > 10.05 < 9.6510975,24.5725725 > 23.12 < 22.232327499999997,3.2780522249999997 > 3.0981 < 2.965856775,31.650150000000004 > 30.7 < 28.635849999999998
2025/09/26,11:35:39,60CAT0212P,250900291,5,10.6670025 > 10.05 < 9.6510975,24.5725725 > 23.06 < 22.232327499999997,3.2780522249999997 > 3.0829 < 2.965856775,31.650150000000004 > 30.4 < 28.635849999999998
2025/09/26,11:35:39,60CAT0212P,250900291,5,10.6670025 > 10.05 < 9.6510975,24.5725725 > 23.06 < 22.232327499999997,3.2780522249999997 > 3.0829 < 2.965856775,31.650150000000004 > 30.4 < 28.635849999999998
2025/09/26,11:37:41,60CAT0212P,250900292,5,10.6670025 > 10.25 < 9.6510975,24.5725725 > 23.32 < 22.232327499999997,3.2780522249999997 > 3.1832 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,11:39:37,60CAT0212P,250900293,5,10.6670025 > 10.22 < 9.6510975,24.5725725 > 23.48 < 22.232327499999997,3.2780522249999997 > 3.1084 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,11:39:37,60CAT0212P,250900293,5,10.6670025 > 10.22 < 9.6510975,24.5725725 > 23.48 < 22.232327499999997,3.2780522249999997 > 3.1084 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,11:41:52,60CAT0212P,250900294,5,10.6670025 > 9.89 < 9.6510975,24.5725725 > 23.24 < 22.232327499999997,3.2780522249999997 > 3.1012 < 2.965856775,31.650150000000004 > 30.9 < 28.635849999999998
2025/09/26,11:41:52,60CAT0212P,250900294,5,10.6670025 > 9.89 < 9.6510975,24.5725725 > 23.24 < 22.232327499999997,3.2780522249999997 > 3.1012 < 2.965856775,31.650150000000004 > 30.9 < 28.635849999999998
2025/09/26,11:44:50,60CAT0212P,250900295,5,10.6670025 > 9.95 < 9.6510975,24.5725725 > 23.6 < 22.232327499999997,3.2780522249999997 > 3.1661 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,11:44:50,60CAT0212P,250900295,5,10.6670025 > 9.95 < 9.6510975,24.5725725 > 23.6 < 22.232327499999997,3.2780522249999997 > 3.1661 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,11:46:57,60CAT0212P,250900296,5,10.6670025 > 9.85 < 9.6510975,24.5725725 > 23.38 < 22.232327499999997,3.2780522249999997 > 3.0867 < 2.965856775,31.650150000000004 > 30.6 < 28.635849999999998
2025/09/26,11:46:57,60CAT0212P,250900296,5,10.6670025 > 9.85 < 9.6510975,24.5725725 > 23.38 < 22.232327499999997,3.2780522249999997 > 3.0867 < 2.965856775,31.650150000000004 > 30.6 < 28.635849999999998
2025/09/26,11:49:32,60CAT0212P,250900297,5,10.6670025 > 9.95 < 9.6510975,24.5725725 > 23.47 < 22.232327499999997,3.2780522249999997 > 3.1163 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,11:55:57,60CAT0212P,250900298,5,10.6670025 > 9.98 < 9.6510975,24.5725725 > 23.85 < 22.232327499999997,3.2780522249999997 > 3.1704 < 2.965856775,31.650150000000004 > 30.8 < 28.635849999999998
2025/09/26,11:58:08,60CAT0212P,250900299,5,10.6670025 > 10.12 < 9.6510975,24.5725725 > 23.49 < 22.232327499999997,3.2780522249999997 > 3.1192 < 2.965856775,31.650150000000004 > 29.7 < 28.635849999999998
2025/09/26,11:58:08,60CAT0212P,250900299,5,10.6670025 > 10.12 < 9.6510975,24.5725725 > 23.49 < 22.232327499999997,3.2780522249999997 > 3.1192 < 2.965856775,31.650150000000004 > 29.7 < 28.635849999999998
2025/09/26,12:00:25,60CAT0212P,250900300,5,10.6670025 > 10.03 < 9.6510975,24.5725725 > 23.46 < 22.232327499999997,3.2780522249999997 > 3.1277 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,12:00:25,60CAT0212P,250900300,5,10.6670025 > 10.03 < 9.6510975,24.5725725 > 23.46 < 22.232327499999997,3.2780522249999997 > 3.1277 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,12:02:57,60CAT0212P,250900301,5,10.6670025 > 10.04 < 9.6510975,24.5725725 > 23.48 < 22.232327499999997,3.2780522249999997 > 3.1013 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,12:06:38,60CAT0212P,250900302,5,10.6670025 > 10.33 < 9.6510975,24.5725725 > 24.02 < 22.232327499999997,3.2780522249999997 > 3.1458 < 2.965856775,31.650150000000004 > 30.8 < 28.635849999999998
2025/09/26,12:06:38,60CAT0212P,250900302,5,10.6670025 > 10.33 < 9.6510975,24.5725725 > 24.02 < 22.232327499999997,3.2780522249999997 > 3.1458 < 2.965856775,31.650150000000004 > 30.8 < 28.635849999999998
2025/09/26,12:08:40,60CAT0212P,250900303,5,10.6670025 > 10.26 < 9.6510975,24.5725725 > 23.89 < 22.232327499999997,3.2780522249999997 > 3.1246 < 2.965856775,31.650150000000004 > 30.7 < 28.635849999999998
2025/09/26,12:08:40,60CAT0212P,250900303,5,10.6670025 > 10.26 < 9.6510975,24.5725725 > 23.89 < 22.232327499999997,3.2780522249999997 > 3.1246 < 2.965856775,31.650150000000004 > 30.7 < 28.635849999999998
2025/09/26,12:10:52,60CAT0212P,250900304,5,10.6670025 > 10.44 < 9.6510975,24.5725725 > 23.84 < 22.232327499999997,3.2780522249999997 > 3.1637 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,12:10:52,60CAT0212P,250900304,5,10.6670025 > 10.44 < 9.6510975,24.5725725 > 23.84 < 22.232327499999997,3.2780522249999997 > 3.1637 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,12:13:26,60CAT0212P,250900305,5,10.6670025 > 10.01 < 9.6510975,24.5725725 > 23.35 < 22.232327499999997,3.2780522249999997 > 3.1148 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,12:13:26,60CAT0212P,250900305,5,10.6670025 > 10.01 < 9.6510975,24.5725725 > 23.35 < 22.232327499999997,3.2780522249999997 > 3.1148 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,12:15:31,60CAT0212P,250900306,5,10.6670025 > 9.98 < 9.6510975,24.5725725 > 23.48 < 22.232327499999997,3.2780522249999997 > 3.092 < 2.965856775,31.650150000000004 > 30.4 < 28.635849999999998
2025/09/26,12:15:31,60CAT0212P,250900306,5,10.6670025 > 9.98 < 9.6510975,24.5725725 > 23.48 < 22.232327499999997,3.2780522249999997 > 3.092 < 2.965856775,31.650150000000004 > 30.4 < 28.635849999999998
2025/09/26,12:15:31,60CAT0212P,250900306,5,10.6670025 > 9.98 < 9.6510975,24.5725725 > 23.48 < 22.232327499999997,3.2780522249999997 > 3.092 < 2.965856775,31.650150000000004 > 30.4 < 28.635849999999998
2025/09/26,12:15:31,60CAT0212P,250900306,5,10.6670025 > 9.98 < 9.6510975,24.5725725 > 23.48 < 22.232327499999997,3.2780522249999997 > 3.092 < 2.965856775,31.650150000000004 > 30.4 < 28.635849999999998
2025/09/26,12:24:28,60CAT0212P,250900307,5,10.6670025 > 10.05 < 9.6510975,24.5725725 > 23.31 < 22.232327499999997,3.2780522249999997 > 3.1545 < 2.965856775,31.650150000000004 > 29.4 < 28.635849999999998
2025/09/26,12:24:28,60CAT0212P,250900307,5,10.6670025 > 10.05 < 9.6510975,24.5725725 > 23.31 < 22.232327499999997,3.2780522249999997 > 3.1545 < 2.965856775,31.650150000000004 > 29.4 < 28.635849999999998
2025/09/26,12:26:53,60CAT0212P,250900308,5,10.6670025 > 10.12 < 9.6510975,24.5725725 > 23.67 < 22.232327499999997,3.2780522249999997 > 3.1266 < 2.965856775,31.650150000000004 > 29.8 < 28.635849999999998
2025/09/26,14:18:11,60CAT0212P,250900318,5,10.6670025 > 10.49 < 9.6510975,24.5725725 > 24.0 < 22.232327499999997,3.2780522249999997 > 3.1957 < 2.965856775,31.650150000000004 > 30.5 < 28.635849999999998
2025/09/26,14:21:35,60CAT0212P,250900319,5,10.6670025 > 10.42 < 9.6510975,24.5725725 > 23.94 < 22.232327499999997,3.2780522249999997 > 3.127 < 2.965856775,31.650150000000004 > 30.3 < 28.635849999999998
2025/09/26,14:46:53,60CAT0212P,250900321,5,10.6670025 > 10.28 < 9.6510975,24.5725725 > 23.49 < 22.232327499999997,3.2780522249999997 > 3.0908 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,14:46:53,60CAT0212P,250900321,5,10.6670025 > 10.28 < 9.6510975,24.5725725 > 23.49 < 22.232327499999997,3.2780522249999997 > 3.0908 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,14:46:53,60CAT0212P,250900321,5,10.6670025 > 10.28 < 9.6510975,24.5725725 > 23.49 < 22.232327499999997,3.2780522249999997 > 3.0908 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,14:49:13,60CAT0212P,250900322,5,10.6670025 > 10.2 < 9.6510975,24.5725725 > 23.34 < 22.232327499999997,3.2780522249999997 > 3.0978 < 2.965856775,31.650150000000004 > 30.5 < 28.635849999999998
2025/09/26,14:49:13,60CAT0212P,250900322,5,10.6670025 > 10.2 < 9.6510975,24.5725725 > 23.34 < 22.232327499999997,3.2780522249999997 > 3.0978 < 2.965856775,31.650150000000004 > 30.5 < 28.635849999999998
2025/09/26,14:51:20,60CAT0212P,250900323,5,10.6670025 > 10.3 < 9.6510975,24.5725725 > 23.38 < 22.232327499999997,3.2780522249999997 > 3.1365 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,14:51:20,60CAT0212P,250900323,5,10.6670025 > 10.3 < 9.6510975,24.5725725 > 23.38 < 22.232327499999997,3.2780522249999997 > 3.1365 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,14:51:20,60CAT0212P,250900323,5,10.6670025 > 10.3 < 9.6510975,24.5725725 > 23.38 < 22.232327499999997,3.2780522249999997 > 3.1365 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,14:54:37,60CAT0212P,250900324,5,10.6670025 > 10.49 < 9.6510975,24.5725725 > 24.34 < 22.232327499999997,3.2780522249999997 > 3.1773 < 2.965856775,31.650150000000004 > 29.8 < 28.635849999999998
2025/09/26,14:56:52,60CAT0212P,250900325,5,10.6670025 > 10.21 < 9.6510975,24.5725725 > 23.25 < 22.232327499999997,3.2780522249999997 > 3.124 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
2025/09/26,14:59:12,60CAT0212P,250900326,5,10.6670025 > 10.49 < 9.6510975,24.5725725 > 23.76 < 22.232327499999997,3.2780522249999997 > 3.2028 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,15:01:12,60CAT0212P,250900327,5,10.6670025 > 10.18 < 9.6510975,24.5725725 > 23.35 < 22.232327499999997,3.2780522249999997 > 3.088 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,15:01:12,60CAT0212P,250900327,5,10.6670025 > 10.18 < 9.6510975,24.5725725 > 23.35 < 22.232327499999997,3.2780522249999997 > 3.088 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,15:03:28,60CAT0212P,250900328,5,10.6670025 > 10.48 < 9.6510975,24.5725725 > 23.87 < 22.232327499999997,3.2780522249999997 > 3.195 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,15:03:28,60CAT0212P,250900328,5,10.6670025 > 10.48 < 9.6510975,24.5725725 > 23.87 < 22.232327499999997,3.2780522249999997 > 3.195 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,15:06:07,60CAT0212P,250900329,5,10.6670025 > 10.12 < 9.6510975,24.5725725 > 23.2 < 22.232327499999997,3.2780522249999997 > 3.0921 < 2.965856775,31.650150000000004 > 30.3 < 28.635849999999998
2025/09/26,15:08:23,60CAT0212P,250900330,5,10.6670025 > 10.29 < 9.6510975,24.5725725 > 23.72 < 22.232327499999997,3.2780522249999997 > 3.1448 < 2.965856775,31.650150000000004 > 30.7 < 28.635849999999998
2025/09/26,15:11:33,60CAT0212P,250900331,5,10.6670025 > 10.22 < 9.6510975,24.5725725 > 23.5 < 22.232327499999997,3.2780522249999997 > 3.1737 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,15:14:03,60CAT0212P,250900332,5,10.6670025 > 10.57 < 9.6510975,24.5725725 > 24.07 < 22.232327499999997,3.2780522249999997 > 3.2186 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,15:14:03,60CAT0212P,250900332,5,10.6670025 > 10.57 < 9.6510975,24.5725725 > 24.07 < 22.232327499999997,3.2780522249999997 > 3.2186 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,15:16:27,60CAT0212P,250900333,5,10.6670025 > 10.29 < 9.6510975,24.5725725 > 23.34 < 22.232327499999997,3.2780522249999997 > 3.0936 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,15:16:27,60CAT0212P,250900333,5,10.6670025 > 10.29 < 9.6510975,24.5725725 > 23.34 < 22.232327499999997,3.2780522249999997 > 3.0936 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,15:18:33,60CAT0212P,250900334,5,10.6670025 > 10.38 < 9.6510975,24.5725725 > 23.72 < 22.232327499999997,3.2780522249999997 > 3.1582 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,15:21:04,60CAT0212P,250900335,5,10.6670025 > 10.55 < 9.6510975,24.5725725 > 24.18 < 22.232327499999997,3.2780522249999997 > 3.1838 < 2.965856775,31.650150000000004 > 29.7 < 28.635849999999998
2025/09/26,15:21:04,60CAT0212P,250900335,5,10.6670025 > 10.55 < 9.6510975,24.5725725 > 24.18 < 22.232327499999997,3.2780522249999997 > 3.1838 < 2.965856775,31.650150000000004 > 29.7 < 28.635849999999998
2025/09/26,15:23:07,60CAT0212P,250900336,5,10.6670025 > 10.73 < 9.6510975,24.5725725 > 24.64 < 22.232327499999997,3.2780522249999997 > 3.2368 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,15:23:07,60CAT0212P,250900336,5,10.6670025 > 10.73 < 9.6510975,24.5725725 > 24.64 < 22.232327499999997,3.2780522249999997 > 3.2368 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,15:29:19,60CAT0212P,250900336,5,10.6670025 > 10.57 < 9.6510975,24.5725725 > 23.89 < 22.232327499999997,3.2780522249999997 > 3.1846 < 2.965856775,31.650150000000004 > 29.8 < 28.635849999999998
2025/09/26,15:29:19,60CAT0212P,250900336,5,10.6670025 > 10.57 < 9.6510975,24.5725725 > 23.89 < 22.232327499999997,3.2780522249999997 > 3.1846 < 2.965856775,31.650150000000004 > 29.8 < 28.635849999999998
2025/09/26,15:31:37,60CAT0212P,250900337,5,10.6670025 > 10.21 < 9.6510975,24.5725725 > 23.08 < 22.232327499999997,3.2780522249999997 > 3.0907 < 2.965856775,31.650150000000004 > 29.5 < 28.635849999999998
2025/09/26,15:31:37,60CAT0212P,250900337,5,10.6670025 > 10.21 < 9.6510975,24.5725725 > 23.08 < 22.232327499999997,3.2780522249999997 > 3.0907 < 2.965856775,31.650150000000004 > 29.5 < 28.635849999999998
2025/09/26,15:33:47,60CAT0212P,250900338,5,10.6670025 > 10.47 < 9.6510975,24.5725725 > 23.87 < 22.232327499999997,3.2780522249999997 > 3.2188 < 2.965856775,31.650150000000004 > 29.6 < 28.635849999999998
2025/09/26,15:33:47,60CAT0212P,250900338,5,10.6670025 > 10.47 < 9.6510975,24.5725725 > 23.87 < 22.232327499999997,3.2780522249999997 > 3.2188 < 2.965856775,31.650150000000004 > 29.6 < 28.635849999999998
2025/09/26,15:37:52,60CAT0212P,250900339,5,10.6670025 > 10.37 < 9.6510975,24.5725725 > 23.96 < 22.232327499999997,3.2780522249999997 > 3.1696 < 2.965856775,31.650150000000004 > 29.7 < 28.635849999999998
2025/09/26,15:37:52,60CAT0212P,250900339,5,10.6670025 > 10.37 < 9.6510975,24.5725725 > 23.96 < 22.232327499999997,3.2780522249999997 > 3.1696 < 2.965856775,31.650150000000004 > 29.7 < 28.635849999999998
2025/09/26,15:37:52,60CAT0212P,250900339,5,10.6670025 > 10.37 < 9.6510975,24.5725725 > 23.96 < 22.232327499999997,3.2780522249999997 > 3.1696 < 2.965856775,31.650150000000004 > 29.7 < 28.635849999999998
2025/09/26,15:59:24,60CAT0212P,250900340,5,10.6670025 > 10.39 < 9.6510975,24.5725725 > 23.79 < 22.232327499999997,3.2780522249999997 > 3.2103 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,15:59:24,60CAT0212P,250900340,5,10.6670025 > 10.39 < 9.6510975,24.5725725 > 23.79 < 22.232327499999997,3.2780522249999997 > 3.2103 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,16:01:31,60CAT0212P,250900341,5,10.6670025 > 10.39 < 9.6510975,24.5725725 > 23.69 < 22.232327499999997,3.2780522249999997 > 3.2139 < 2.965856775,31.650150000000004 > 29.7 < 28.635849999999998
2025/09/26,16:01:31,60CAT0212P,250900341,5,10.6670025 > 10.39 < 9.6510975,24.5725725 > 23.69 < 22.232327499999997,3.2780522249999997 > 3.2139 < 2.965856775,31.650150000000004 > 29.7 < 28.635849999999998
2025/09/26,16:03:45,60CAT0212P,250900342,5,10.6670025 > 10.32 < 9.6510975,24.5725725 > 23.78 < 22.232327499999997,3.2780522249999997 > 3.1685 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
